account_id,num_deposits,num_withdraws,total_amount_deposited,total_amount_withdrawn,behavior_score,normalized_score
0x0069942d0e0835dc6b229ab1039b96f0e95dbf94,2,1,0.0,158.66226158840846,10.0,6.249687506250062e-23
0x006e365dcd01259bfae9b35ebb5c9b34385644d9,0,2,0.0,0.0,-20.0,6.219689006220062e-23
0x006f24f3fd93b7a19ab3c98d368b95df049bf9d2,1,1,999.131395797188,999.8276114017328,0.999131395797188,6.240687087680289e-23
0x00707aa2eeff1ddb8b22bd1539f92818c9cb8a85,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0073c423a0b5d88b330d481301025db1ab65d891,3,1,0.0,66.3759767006761,20.0,6.259687006260062e-23
0x00774f36c4b1432b78e518fa5046a991a4838c55,0,2,0.0,0.0,-20.0,6.219689006220062e-23
0x00778a211057c47a9f8885750bbf48226771bcdc,14,19,0.0,0.0,-50.0,6.189690506190062e-23
0x007880443b595eb375ab6b6566ad9a52630659ff,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0079bc8494570350f66e9a797a2ebf99ce1e53c0,0,2,0.0,127.708819,-20.0,6.219689006220062e-23
0x0079fe344f3fdec28956b39c8bbf5b5c31b926bd,0,1,0.0,318.89492,-10.0,6.229688506230063e-23
0x007a65795aea058d7b7e8d33c6e954f8bac533cb,0,1,0.0,52304.051273187426,-10.0,6.229688506230063e-23
0x007b34b189f91de40d8276e57ece54875dd14bb9,0,1,0.0,45.89500142022029,-10.0,6.229688506230063e-23
0x007cd4d96eb5efdb8a20830754571d8e9fe334ef,0,1,0.0,4.88527369994549,-10.0,6.229688506230063e-23
0x00803232cc216eef9b396d6cfffd4b51e09f29da,0,1,0.0,179.97582817760332,-10.0,6.229688506230063e-23
0x00809b9263aab2856bf65be3d3bc3fcb9e19c1fb,29,17,0.0,0.0,120.0,6.359682006360063e-23
0x0082a12e195b8f31660830132e72716225382075,2,0,0.0,0.0,20.0,6.259687006260062e-23
0x0085cc4d9ce979174819da928d0b07979c9a9846,0,3,0.0,0.0,-30.0,6.209689506210062e-23
0x0085d428ac99c42b30cb38373b1c233846891c9a,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x008678977c3dc825357a4dc77847ebbc4f156956,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0088fcce2694ea96ad417441a61913c41e90f176,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00916c4ff8e5ac0630e6f5ad00830140ab4a8748,0,1,0.0,20.25600488524176,-10.0,6.229688506230063e-23
0x0092b81e3932f6ab2e7359e8ffa77ccfa067dff7,0,1,0.0,102.18282624038048,-10.0,6.229688506230063e-23
0x009b56330ae5ec5042b9ca46ddb3043cc0d006f3,3,4,0.0,0.0,-10.0,6.229688506230063e-23
0x009b6817807c332b9445f5c9cf2ac94631fe876e,2,0,0.0,0.0,20.0,6.259687006260062e-23
0x009c07cc41a358176c97b525284d50f4960bc939,6,4,0.0,0.0,20.0,6.259687006260062e-23
0x009c4dfbf781e4751944aced196efe26cddf6c84,0,2,0.0,0.0,-20.0,6.219689006220062e-23
0x009d06cc6b11fa75412c3cda6da63813bbbdafaf,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x009eeb4e411cfbf297cf64b993176904dde36170,1,0,19.96031280304084,0.0,10.019960312803041,6.249707465564869e-23
0x00a050ae48f4f5463321a9eb2aa2dc2314076ca8,3,2,0.0,2010.8900320254304,10.0,6.249687506250062e-23
0x00a22ebafb4e5f9e43b5e8c8db245856d2be2b98,2,2,0.0,0.0,0.0,6.239688006240063e-23
0x00a35d43f734194d4140dd43c2bf91a17583349c,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00ace6f9c2d01981b709e6b24334bbefe83ace9c,1,1,107.58738675163713,111.93718446314892,0.10758738675163712,6.239795588247552e-23
0x00ad74a4666f7dcf7f0105eec59feb1cb1309bf1,0,1,0.0,0.0100735791941479,-10.0,6.229688506230063e-23
0x00af09973052d749f6a95071da1dcbe2c557cc15,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00b1812ff2c3f4e844048dba13c3a28749cd98f4,0,1,0.0,3963.1567569889194,-10.0,6.229688506230063e-23
0x00b2291a8c030780e4adaa5c250d35ea3a0dcdfc,0,1,0.0,9.157945598918749,-10.0,6.229688506230063e-23
0x00b2e0166500fe321dd72ea2cb1af23af5e30af0,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00b73697688bbb4ceec57c1271fe4a772029a511,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00b775a007e6b593d2a8b0a5c330849dcc11f4d3,0,1,0.0,0.0201360725219917,-10.0,6.229688506230063e-23
0x00b8fe7c85998bbab5e71d2378e927b554b6d78f,2,4,0.0,0.0,-20.0,6.219689006220062e-23
0x00ba434edeccf437b6ccd423ce61391697fc0093,3,1,0.0,1476.1959091902709,20.0,6.259687006260062e-23
0x00ba89860621ef3b8d01a8f0b562301246d019ae,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00bdd96727a036cecd5f99c08963f55ec5089122,1,0,0.0603626127945507,0.0,10.000060362612794,6.249687566609657e-23
0x00c23241bd5282959bb6806b1c8d35a69f234c82,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00c5a5a12e61bce8e22b4c9787f8bc45f1053a81,0,1,0.0,4.9924337637671865,-10.0,6.229688506230063e-23
0x00c92eb397fc58747d3327a5c71ee7712fadb6a6,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00c9cf6d9479fc3abec435346d8d3330661944ee,0,1,0.0,1746.1459117044021,-10.0,6.229688506230063e-23
0x00ca89aacfcf2c52136935b852af1668169f5035,1,0,20377.853741415696,0.0,30.377853741415695,6.270064341119169e-23
0x00cabd694cb935ea5bda953be560253934916043,1,0,19.81625108341925,0.0,10.01981625108342,6.249707321510353e-23
0x00cc14d6feb9379252d301548394795018ff31a9,1,0,180.6750360172051,0.0,10.180675036017204,6.249868172252509e-23
0x00d3616e6ceb7e33605e12530f2d58dc806372ec,0,3,0.0,0.0,-30.0,6.209689506210062e-23
0x00d6c8aead4f22bc9f28d9a31cfaf79bd4cfa6e5,0,1,0.0,4468.088577156836,-10.0,6.229688506230063e-23
0x00d6eddba006378cb3d7a635d180666dda30442e,2,0,0.0,0.0,20.0,6.259687006260062e-23
0x00d7772ab9533af03fe41c5b6f78572e3b25ac31,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00d9d60bb8ce1fcf3ff3ef6a1ee405168b69ac17,1,1,56.02255529749621,58.01073209961568,0.05602255529749621,6.239744025994288e-23
0x00da6704b0c520eea93e4b46b655c99613ade098,0,1,0.0,52.58448547186399,-10.0,6.229688506230063e-23
0x00debfe5f41ef7e7b0e51c72793f261b20338e86,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00e36307236118b7d5ff9e1fa3a2506fd5257b8a,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00e646a94433363eabf3d2ed85c92543161d73a6,0,1,0.0,224.03689805896656,-10.0,6.229688506230063e-23
0x00e9dc3f85bcb907ca254c90765b57dd500494b8,1,1,4.079647637052815,4.129098729017948,0.0040796476370528155,6.23969208568372e-23
0x00ec41e597074aab4d79b1574ceec89add35dac8,1,0,10.106658878933848,0.0,10.010106658878934,6.249697612403619e-23
0x00ee6c6b23a2451c4ad4ea9e7ad25182ff010df1,1,0,0.0599993331352994,0.0,10.000059999333136,6.249687566246395e-23
0x00efe838a629339d98f565956e055b64724840ad,1,1,9553.329414608988,2972.367567741689,9.553329414608989,6.249240857997754e-23
0x00f0d8626d734579be8124510308df52a8c738aa,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x00f25b1c2410cedf130cc622618ba8d03c24de3e,1,1,74.46911094610915,75.04434156830855,0.07446911094610915,6.239762471627627e-23
0x00f57b489bcc01e8526a645ac5880f40638a1e9a,1,0,19.891177,0.0,10.019891177,6.249707396432524e-23
0x00f5c77c740f7d3fd006f67bf73d03907b0ed7c0,1,0,9.144748,0.0,10.009144748,6.249696650540833e-23
0x00f983b0b1c68d006a5c273bacec554dcf2c1431,1,0,10.0,0.0,10.01,6.249697505750072e-23
0x00fa8efa590cf81bc7a3e2ae5cd11a6cb5d892d1,1,0,1.7378747229905342,0.0,10.001737874722991,6.249689244037894e-23
0x00fcaf8c715f4e8b4710a73fdcf9e729972612e3,1,0,414.75980374906806,0.0,10.414759803749067,6.250102245316236e-23
0x00fe460a15b49d09f39b057d0f1a7b9444f4f2be,16,8,0.0,0.0,80.0,6.319684006320063e-23
0x00fec3bea022c67e1cd328fc2356d374ed297a4f,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0100a8b39f25a7754b2a6a580c2c35fd122aa0b4,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0107bb6e95c2627e7413da1830cdb471df37d619,1,1,9.862871743203367,9.862878638648727,0.009862871743203367,6.239697868618671e-23
0x010a6c8a8437027a667af7fae3ab528d0e633ec0,0,3,0.0,0.0,-30.0,6.209689506210062e-23
0x010afb8548a5d1a3a3d62f58ca0a5a1329974206,2,4,0.0,0.0,-20.0,6.219689006220062e-23
0x010be20856e0d3e34856f6b96968154ae7834d51,0,1,0.0,8.188125496343266,-10.0,6.229688506230063e-23
0x010c358ad2169cf74071556bb86859bfa035d179,0,5,0.0,0.0,-50.0,6.189690506190062e-23
0x010da4d7a9aca668086340ce00ffb55a3ee24b32,1,0,0.0602531045189363,0.0,10.000060253104518,6.249687566500154e-23
0x011492e973e8825076420efaef19d8f242c7e2d7,1,2,33167.27,0.0,23.167269999999995,6.262854117899729e-23
0x011689954bab19dbee2f35641513314ba6fcf52a,1,0,12.136064521614967,0.0,10.012136064521615,6.249699641707793e-23
0x0118289457e9fd02c05e37e27a11bd09d3500021,6,11,0.0,0.0,-50.0,6.189690506190062e-23
0x011b0a055e02425461a1ae95b30f483c4ff05be7,0,1,0.0,1010.7758069527896,-10.0,6.229688506230063e-23
0x011b33ff3a9ef588386288eb9fba0653737b7f2f,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x011c5653a7ef1ea218d5adca8ef4677fb465ccc3,0,4,0.0,0.0,-40.0,6.199690006200062e-23
0x011e55090d61a22ab5541afb12517d124a555db5,0,4,0.0,0.0,-40.0,6.199690006200062e-23
0x0120fd0b458890239c542ca153b9a15b97e51db0,0,5,0.0,0.0,-50.0,6.189690506190062e-23
0x012155a33e8e6b9b5e24602ae69b4fb673eba698,3,2,0.0,0.0,10.0,6.249687506250062e-23
0x01252be268b05625b554c80dd46ea669df5e948b,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x012a23725c8cd1cf5fd038d0d37880a5925dad81,1,0,3.1777955429348492,0.0,10.003177795542936,6.249690683886719e-23
0x012c5450b22a626a810d376d5519878a914c3f2b,1,0,119.49296763656746,0.0,10.119492967636567,6.24980699324317e-23
0x012f9b7325efb9ca64e37eba8dc267e2bb20d4ad,1,0,19.074739101431163,0.0,10.01907473910143,6.249706580035446e-23
0x0138e385f1504e8c6c458ff29f148d6184fd60de,1,0,19.936385036973316,0.0,10.019936385036972,6.2497074416383e-23
0x013b2d7018f954120af0f362088f33ffdc0bd56a,2,0,0.0,0.0,20.0,6.259687006260062e-23
0x013e09e0fb8f26c652410591e32de12f9bf8a26e,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x013e23b1e33ed1f81b18ed060fd49ba5ff346659,2,0,0.0,0.0,20.0,6.259687006260062e-23
0x014026e92523db6551eb8909fff4425b543454df,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0145a7e9c8a1f11b86d83dd428dfc61f2a32966b,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0147d58ac5006af18aedecd42f56f354f739ecc4,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01489713a676911d5f8937e8cf822c2207990534,5,1,0.0,1311.2434743737522,40.0,6.279686006280062e-23
0x014a5452bfb1b711f4c8c7cca2c0a37549fa3d33,4,1,0.0,11.765809087399695,30.0,6.269686506270062e-23
0x014d808541240a693b48819a600b401cf6b3b8b7,6,3,0.0,0.0,30.0,6.269686506270062e-23
0x0151072fd1d804176c76f541bbf6c49c0123d3a1,0,1,0.0,1081.9463187810559,-10.0,6.229688506230063e-23
0x01512843acd35b91eac50ba898b310e062051cae,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01531b74921065e6252b0d02f4ab453135096b66,0,3,0.0,0.0,-30.0,6.209689506210062e-23
0x015448a9a3de94ac96c571ec9c4cc0add21b21d2,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x015c944de243cebcb9e3a26334e23b1261819131,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0161d1cc10116bb2a073a0c293d5e4f1a97a00b6,1,2,1927.2270693450007,0.0,-8.072772930654999,6.23161563693998e-23
0x01673b193bbedee4c3748f3bf98e89bb80a8fa3d,1,0,9.935227683372128,0.0,10.009935227683371,6.249697440980994e-23
0x0168dd1715052859af5cc72006f07555e3343b73,0,1,0.0,3000.0,-10.0,6.229688506230063e-23
0x016cf1f96a72a31158421bf583e241933980be08,2,0,0.0,0.0,20.0,6.259687006260062e-23
0x016f71d21f6b1629a174d687b83e55984ce22a41,1,0,9.973289257102367,0.0,10.009973289257102,6.249697479040665e-23
0x0172e05392aba65366c4dbbb70d958bbf43304e4,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0172f82d3852c70c8804fd3c5981b2425a71efab,2,1,0.0,60.42186639195083,10.0,6.249687506250062e-23
0x0172ffc02b7000c05b291569a77dc516d75df444,0,1,0.0,20.089761810257382,-10.0,6.229688506230063e-23
0x017715b9a71dabed2ddae0bbbb6b0896509c8212,3,0,0.0,0.0,30.0,6.269686506270062e-23
0x017bffb427678c31e5f9b6fd7886e427b432fda9,0,3,0.0,0.0,-30.0,6.209689506210062e-23
0x018e6f51478d710eaabaa7429f61aed2cdbada4c,1,0,84.0317379349744,0.0,10.084031737934975,6.249771533786495e-23
0x018f2071db8b2ccdfa713984b01a6c3b7d758024,1,1,242.69626617785104,245.03332894759825,0.24269626617785103,6.239930690371669e-23
0x01920319ae44abdf5a8de2b6f0405e65e2ad3d41,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x019bab23432b56198edea8416ec17ef4079890f0,1,0,2.583035914653092,0.0,10.002583035914654,6.249690089156828e-23
0x019c199f89b8a374e87b70597bbca748ac084587,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x019edcb493bd91e2b25b70f26d5d9041fd7ef946,0,2,0.0,0.0,-20.0,6.219689006220062e-23
0x01a35017c1475e9c4daa88771ee5bc9ee427c28f,3,1,0.0,1928.0207125491424,20.0,6.259687006260062e-23
0x01a608c13e5e261a4e1c5ddbc424f68b709263e2,0,1,0.0,234.6525328819417,-10.0,6.229688506230063e-23
0x01a82218bce79c694e94d21452f1d86348f69b60,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01adb5a14196d302004e3a1970a8bb3183dd2565,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01b01d9ca9f738b48bdb4aa02b0eedb6a6ff3a85,0,1,0.0,99.57222369730408,-10.0,6.229688506230063e-23
0x01b1b62f15c8fb5a87a27fbac7b85c33bbc48844,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01b29eb97ec05b81abd72b77035d99dc1b482c1a,13,13,0.0,0.0,0.0,6.239688006240063e-23
0x01b2f6622b0815194b805df29b053c13a75f7363,0,2,0.0,0.0,-20.0,6.219689006220062e-23
0x01b53373cacdd6b67cd98cdbfecdd07457084e1f,3,0,0.0,0.0,30.0,6.269686506270062e-23
0x01b8afaddaaa230ff7b118bec14f67cdd0d973c3,1,0,2.594731734925928,0.0,10.002594731734925,6.249690100852064e-23
0x01bd086961956a1d826eecfc89ec6c656c9a47a1,2,2,505.19370392922576,500501.5331921144,0.5051937039292258,6.240193174684811e-23
0x01c57220b9210c272ddcab9ad6794654c3b3d804,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01c623b3d66b8d28d2b6d1fc41e3c2835f1acd86,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01d9e7ceb3326f47e785ef3dc6af845480d4ad54,0,1,0.0,20.057828850786137,-10.0,6.229688506230063e-23
0x01da557d3ef823e8496bbb25e8e2fdaab0293db7,1,2,101.69361674818119,0.0,-9.89830638325182,6.22979019476223e-23
0x01da73c4ec1355f953ad0aaca3ef20e342aea92a,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01dcae1cbee1f9a21d1e0e7752f9a6f6a70d9f65,1,1,141.04127765560878,140.06209994312655,0.14104127765560878,6.239829040465795e-23
0x01df05ac0537407f6806fe2b043cc90cff0309ef,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01e6c2d58abc1305f2f346e7845f346c0c9a2774,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x01e7f16e17c50d070eb66787f25ce3be405d6038,20,20,0.0,0.0,0.0,6.239688006240063e-23
0x01e8a979e7c5a1bb5c7af02a5f11263d0af4c19e,2,1,0.0,1195.9268837459128,10.0,6.249687506250062e-23
0x01f41b23cf010336249d84e080f9d94fb822d685,0,2,0.0,0.0,-20.0,6.219689006220062e-23
0x01fafce3a66d553167bd30d9af43f22f5f9178ca,1,1,1087.4377358497873,797.3047587236093,1.0874377358497873,6.240775389605113e-23
0x01fd6dbd4fe9ca0ec9fb9a4a772d33e17dc6b20a,5,0,0.0,0.0,50.0,6.289685506290062e-23
0x0209bc58ea2052340a8d10fa198236fb49d2b64c,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x020dd1a80880ac2112a56d84eefd0df7b351aaa2,1,0,100.0,0.0,10.1,6.249787501250162e-23
0x020ea6fd66941b382c648f0a8ea7d750a1445427,1,0,15.731084328567704,0.0,10.015731084328568,6.249703236547853e-23
0x0215c140840b896e1e371525d1f70cefbd09aafa,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0215c1aa89283d755c6a79d99153b907dcfa73a4,10,14,0.0,0.0,-40.0,6.199690006200062e-23
0x0216295ade328a8771433a65af67861c6d499cde,0,1,0.0,223.30546908030104,-10.0,6.229688506230063e-23
0x021c7e6b319f2256a3001b419c66c180048c9fd4,2,0,0.0,0.0,20.0,6.259687006260062e-23
0x0221897df245d3f27b39950881dc487158f00bf8,1,1,5.921071196540626,5.910411573334948,0.005921071196540626,6.23969392701521e-23
0x0222ba0731fa7f3c3652180a6fecef7075b632ad,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0229486c1a75d7f28b7a50dcf253e65fbc0064cd,1,2,11.181726797928611,0.0,-9.988818273202071,6.229699687397785e-23
0x022d3e6ab67a6b6777327b8dac032f10bb1f70d5,1,1,1.5001711385897976,1.3757920625720268,0.0015001711385897976,6.239689506336194e-23
0x022fbe6e1ef781569a67e9e8204eb14f504d22db,1,0,13.240511583823467,0.0,10.013240511583824,6.249700746099634e-23
0x0230385654b11733811039fddd4d05f4537d59bf,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x02303c31121d43d51c01cb662796e75a4e24e8f4,0,3,0.0,0.0,-30.0,6.209689506210062e-23
0x02318208d78abf27ffec35d4788e9a12de440d24,1,2,0.1751595173050185,0.0,-9.999824840482695,6.229688681380821e-23
0x023369617ab89ab462893f22352ce656e6c092db,0,1,0.0,202.36237217417553,-10.0,6.229688506230063e-23
0x0235a450c1e56006217506ce78c5cbc8627b9097,1,0,923.6790390634844,0.0,10.923679039063485,6.250611139106097e-23
0x0235ecaa45c4ce4abaf58c21e70c103d1bd745d7,5,5,0.0,0.0,0.0,6.239688006240063e-23
0x023746e8dcdc250ebba98aaa82ce81e27597cbbe,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x023d3ec4216fdcf86535914500bec511c216be78,0,1,0.0,11.19213093144761,-10.0,6.229688506230063e-23
0x023d447746cd3c7ed9aa12437b475f400bf475ea,1,0,26.784520354437586,0.0,10.026784520354438,6.249714289431217e-23
0x023ebddb99167a6677841433566094ddcc6dcf23,5,2,0.0,0.0,30.0,6.269686506270062e-23
0x02412bd3f80e8c42af80ab85e094cf88958f14ff,9,19,0.0,0.0,-100.0,6.139693006140061e-23
0x024203e8afc3c2c8681d8e5def2c614a4ac81c40,1,0,9.9835342389676,0.0,10.009983534238968,6.249697489285134e-23
0x024390948d1691031f5feb853e5215dd3520d6e0,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x0243e2303a145c3ceb509c279cc8b92b7d26a609,1,0,498.290876890904,0.0,10.498290876890904,6.250185772212907e-23
0x0249709880fc44b72f00abbe7f6120c9a61bade7,25,17,0.0,0.0,80.0,6.319684006320063e-23
0x0249e001959568b0f9cd330ce0ee9a677699e0b5,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x024bcbcaad82e67f721799e259ca60bc7d363419,0,0,0.0,0.0,0.0,6.239688006240063e-23
0x024c637c2dfdda8ebd9680625bddb0fa44a3c031,1,1,19.715591252386375,20.36171384459924,0.019715591252386373,6.239707720845554e-23
0x0258c14da2464c8ba69a0deea51425a7d611a175,0,1,0.0,905.9564297104076,-10.0,6.229688506230063e-23
0x025f1077bbb98b248c40ad3183d9f229198fb4fe,0,1,0.0,94.859766,-10.0,6.229688506230063e-23
0x02621e31998b15a93b39aa643a60396deee8bed2,1,0,4.994706020188503,0.0,10.004994706020188,6.249692500706352e-23
0x0262b2855d5a23e8168502000770127ebeb228d3,1,0,16.873612298593148,0.0,10.016873612298593,6.249704379018697e-23
0x0265c85a21f801f3b9e94af8a47f5e10bb653684,4,2,0.0,0.0,20.0,6.259687006260062e-23
0x026a5552d6ebe49b3d38f82028b0a58a856d1a1f,0,0,0.0,0.0,0.0,6.239688006240063e-23
